reviewerID,asin,overall
ARC5ASW9CUAGP,B00ETT3WB2,5
A3R6IGKV182J6Q,B00EVWX5VO,5
AV7SQEWOPWO88,B00EXV66TQ,2
A2R2248LD8PI01,B00EXV66TQ,5
AUDQUWBYDVADQ,B00EZ2FRP2,5
A127PZRDWQV42J,B00EZ2FRP2,5
AGZ398ZNOVPJ3,B00EZ2FRP2,1
A1EQJKFWBOYN0X,B00EZ2FRP2,3
A3LZP17OOSEDZ1,B00EZ2FRP2,5
A33T1B485LQQ1A,B00EZ2FRP2,5
A31ATKK51AL9Q4,B00EZ2FRP2,5
A17WR54D1A9QIJ,B00EZCU5PY,5
A31J1153QTDMCX,B00EZMZTBO,5
A27VQP8JU6DITJ,B00F0JXDXM,1
A2KQCEASGZFGKM,B00F3F381A,5
A255AU5F6KDF05,B00F877VES,5
ATUNRD7OUTPL,B00F877VES,5
AEAA7GV6F11Z4,B00F877VES,5
A1I9BO6O5RFZZZ,B00F877VES,3
A214CXI3721U00,B00FAZWK94,5
AWMV9ISREQU5P,B00FAZWK94,1
A30Z0GG96D11EO,B00FAZWK94,4
A1P2LDJGLWD5KU,B00FDLAGLO,5
A19O7AZI5FNHM0,B00FDLAGLO,4
AS3T4F5ZV9QWE,B00FDUHD2K,1
A1RTQVWC7JOQMZ,B00FDUHD2K,1
A367P4777QIVMQ,B00FDUHD2K,4
A2ML7RYN9VQPPK,B00FDUHD2K,1
A348EC9K6TMOC1,B00FDUHD2K,1
AZXI8FJ7968LR,B00FDUHD2K,1
A2BPUF31U5KBBZ,B00FDUHD2K,1
A1WIUNJ0CVM8TA,B00FDUHD2K,1
A2EFMK2X75Q2A9,B00FDUHD2K,5
AWHT8HM8R4B3Z,B00FDUHD2K,5
A3KJHKCKRU2D11,B00FDUHD2K,5
A204HEZOR2PDFC,B00FDUHD2K,2
A3KJB65OASA5IP,B00FDUHD2K,5
ADZ62SZDA1R2,B00FDUHD2K,4
AE73TDNMH6H6R,B00FDUHD2K,4
A32B2URH0XPF0V,B00FE690DI,5
A3P038CBZ1BVZW,B00FE690DI,1
A1TL6K0C7J9DYV,B00FE690DI,5
A1D7ZR0NYWI9FU,B00FE690DI,5
A3D3YVFBODNPL4,B00FE690DI,5
A221GQ1E9814KO,B00FE690DI,3
AVP3P8K3MUEJ7,B00FE690DI,3
AM991E6LSBPRD,B00FE690DI,5
A31G151E8E2FG,B00FE690DI,5
A3VL7VR4AIH2F3,B00FE690DI,3
A2FKP2M7N0S3T4,B00FE690DI,4
A2LW9T7MQZNM1H,B00FE690DI,5
A2XK36QYF69XU0,B00FE690DI,1
A3FI7HJA5IUCXO,B00FE690DI,4
A19B9COPIZO9E,B00FE690DI,5
A18TIJT8F3RFOJ,B00FE690DI,5
A7LXQ4ZC7ZATU,B00FE690DI,2
ANAPE0Z6IRN28,B00FH6KE76,5
A1JOSCYS1OIHTJ,B00FJG5T4W,5
A2DD27JIG94A1Z,B00FJG5T4W,5
A1DURXLB6KS01V,B00FPIMJEW,4
A22DT6CYU7I38N,B00FPIMJEW,5
A3HCKCV3ANEPVW,B00FPIMJEW,5
A1DDZTDK7NKWQX,B00FQPONV6,2
A216MFXT0XEH2Q,B00FRBF4RQ,3
A3NOBH42C7UI5M,B00FRHTTJE,4
AW65F3TOOP4PK,B00FWUQV92,4
A2Y6HG25RNO9AU,B00FWUQV92,5
A21C6I1MNJOPMZ,B00FWUQV92,5
A2UE9XUL8JQBVM,B00FYKNEVS,1
A35925KK7UGWHU,B00FYKNEVS,5
A1ZKRRDKNV9L7,B00FYKNEVS,4
A1N1MUP825WTIY,B00FYKNEVS,4
A2U8O93ITOVWYU,B00FZN2IZW,5
A1AAJZITHJGTSD,B00FZN2IZW,4
A2PDV4SQ0NAQPG,B00FZXHMA8,5
A1TT4MFV1HKWD5,B00G37LZNK,5
A1VGXHHR08G044,B00G37LZNK,5
A33NDABISTYFO0,B00G5LILHC,1
ARVKEVHF0C676,B00G9WHMCW,4
AH17Y6S60RPKP,B00G9WHMCW,2
A3EIZ69TUIQEFV,B00G9WHMCW,1
AS84AZT4VHWJ6,B00G9WHMCW,5
A3470NNDZJAYH3,B00G9WHMCW,4
AS80XN5JA23SO,B00GA9COMM,5
AK6WGZTA5C4Q6,B00GA9QJQY,5
A1G7OPNUDXZK1E,B00GA9QJQY,5
A14WZ9KW3RLCHA,B00GA9QJQY,5
A22R17O5VYGCSG,B00GA9QJQY,5
A2Y1C4GBN8VC9P,B00GA9COMM,5
A1IKIDEW71I8DY,B00GAML7OK,5
A234YLAS2MYYWA,B00GAML7OK,5
A14AKW60VVA6L,B00GAML7OK,4
A31YIA95CYNBJU,B00GE97LLW,3
AA1WOL85G96C7,B00GG6D8J2,3
A1N5KPUW763HSJ,B00GJFGE0K,4
ABVYGB2TKBO8F,B00GJFGE0K,5
AQQRB6XTSG4MO,B00GJFGE0K,5
A1EFXM1G77B28C,B00GJFGE0K,5
AZB2IATEJS3E2,B00GJFGE0K,4
A1CFRJGH5S97DK,B00GJFGE0K,4
A2WZ6DQ7CJZBXS,B00GLJGJTA,5
A1VPNOP75X3DIL,B00GLJGJTA,5
A2L3042TDAY7SC,B00GLJGJTA,1
A3TNX88M8966FA,B00GLMAERU,4
A3RW992AR9K86B,B00GLZYG6M,5
A3K1A5YAGG54OV,B00GWWGCNO,5
A2OK1N8BXT0DY,B00GXPTRKU,1
A1ZIWZYLSYA98R,B00H3A2E8G,5
A2MU74GJN8BGS6,B00H4PENL6,5
AX04NHRY0ZPUO,B00H4PENL6,3
A1QUV967WKS8KE,B00H4S9J94,3
A2YEZ8Z3BW2SKG,B00H4S9J94,5
ANKJN0561W0LM,B00H4S9J94,5
A307NQUNPYIINB,B00H4S9J94,1
A1UPPAQ7NTZ8CJ,B00H4S9J94,5
A2N3WH0KXWRHRA,B00H4S9J94,5
A10WIN9JA6MBZA,B00H4S9J94,3
A39IW4SX1KNGWH,B00H4S9J94,5
A31KKBUY35NQ1V,B00H4S9J94,3
A14Y6W2BLY52B7,B00H4S9J94,5
A3VX6MVOHB6T4N,B00H4S9J94,2
A3SJTUHHDA77CU,B00H4S9J94,3
A3D38UQSAWOL9W,B00H4S9J94,4
A1H1TKD3OF7XJO,B00H4S9J94,3
A1KFIHW8OF9K17,B00H4S9J94,4
A3D2561J8FF8G4,B00H4S9J94,5
A2A2JGWW4KXFUD,B00H4S9J94,4
A1A2O4KJG07071,B00H4S9J94,4
A342JKXKIIFX3,B00H4S9J94,5
AEQ1NMUSLVC6A,B00H4S9J94,4
A2B8DTK9NCRLSV,B00H4S9J94,4
A9S0N53FY7877,B00H4S9J94,2
A23BNT7UYCWBX7,B00H4YGR48,5
AUB5PIDHCGREU,B00H4YGR48,1
A2IVQ1EPP28PS3,B00H7PBWK8,5
A2HAJBSDBFFTTQ,B00H7PBWK8,1
A2XRBIPRG62YPM,B00H7PBWK8,3
A91XK7ALTOJJJ,B00H7PBWK8,4
A2JED4KXRSWSA,B00H7WSJ6G,5
A2KYZLMKW60DZH,B00H8O8CMO,1
A1HYMLRXDM9WBM,B00H9JMPOO,5
AGEWQKBM95E8L,B00HBGMLC6,5
A2G8X5LW7KGCYQ,B00HBGMLC6,2
AQ1UDQDN8LS8S,B00HBGMLC6,5
A3GSK8MUPEKO6J,B00HBJRV5K,5
A1WE1VE8GM5TTX,B00HBJRV5K,5
A17HT1SZHW57ZH,B00HFRWXQ0,1
A9WTWV2EY2V19,B00HFRWXQ0,1
A20W2NNKTMUR4J,B00HFRWXQ0,1
A1FNISS0COHWCY,B00HFRWXQ0,3
A2EXM95ZVB4GMB,B00HFRWXQ0,5
A1DTHGU0DDWZ1V,B00HFRWXQ0,1
A3UEICW8R5CUY4,B00HFRWXQ0,2
APRJDKS9CHS61,B00HFRWXQ0,4
A28CTDM7OP0RAR,B00HFRWXQ0,2
A1O6I7294KOSP1,B00HFRWXQ0,5
A3NRKOG51DD7DW,B00HFRWXQ0,5
A3C93OL8G22WI7,B00HI25LZC,4
AQCL402DX7NBF,B00HIJ4ROQ,3
A3T9V716TQUPXM,B00HL3B7FG,5
A31V6FQZZ37L6L,B00HNF0OS8,1
A29E26G723TDEE,B00HNF0OS8,5
A2RP62O0MVH3EJ,B00HNF0OS8,3
A2IJX3O69SEI4H,B00HNF0OS8,4
A2JK04IKMGRB38,B00HOJAVDG,5
A1EX5R51O6LVQG,B00HOJAVDG,5
AICQINHQ4H6S6,B00HOJAVDG,5
A19ZVABQ4CL16C,B00HPQ0G88,3
A20J67RTBV1XH9,B00HPQ0G88,5
A2SMDBWCD8VBR2,B00HQC8STA,1
AT8TS7XTO8TIE,B00HQC8STA,5
A1FXGLTCLL4JB7,B00HQWLHM0,5
A1QWZXAZET35BF,B00HQWLHM0,5
A9VZYG82K50CH,B00HQWLHM0,5
A3SYH64A7ORXZ0,B00HQY5C9M,4
AXN8Q2TU8PLMT,B00HQWLHM0,5
A3QXSEIUNUGTU3,B00HQY35SM,5
A12P9XOZOFX3J4,B00HQY35SM,5
A336QC3TMQRA07,B00HQY35SM,3
A2NJ68QSIYRV3N,B00HQY35SM,3
ABJ5VG6XQYF63,B00HR7J3CA,1
A1G1ZNAEBA3F36,B00HR7J3CA,5
A185GVCGMWD2Y3,B00HS5HBPM,1
AQ1S2YEWR5WVC,B00HT07QXI,1
A22ERW8BB58T2J,B00HT07QXI,1
A1CSHGEFQWCFBC,B00HUIVIFQ,5
A1WZIN2DAJQYBY,B00HVL5N6M,4
A3CDA3Q18F4EIK,B00HVT27OA,5
A3D4BRDU8BWLBW,B00HVT27OA,4
ABBA5RERGQHVC,B00HVT27OA,5
A2UM2EXXE9X9B,B00HVT27OA,5
A5ADJW4103132,B00HVT27OA,5
AN71BV0T5KDN4,B00HX53ELM,5
A3A3F5N7NZCVMT,B00HY678O4,4
A9JZCN4Y0EICQ,B00HZA6DYK,5
AW22QM4YM4L5M,B00HZA6DYK,5
A2GY0NYH8JYRN5,B00HZA6DYK,4
A2C4UJZEK22PIW,B00HZA6DYK,5
A3MO9ZHOQB21H1,B00HZA6DYK,5
APLJ7EYSQ7BT3,B00HZA6DYK,1
A1DG75OT3Y49EM,B00HZA6DYK,3
A79372WBA9IJM,B00HZA6DYK,4
A2ZN8SNVNTX4FC,B00HZA6DKE,5
A3D93K19DTSAFO,B00HZA6EB2,5
A2TGRPYOC84Z3D,B00I0S72JQ,1
A1FHYBBVYQHCDD,B00I0S72JQ,5
A2V8AWI0LT2NLV,B00I0S6SK0,1
A2QZGDN0GG31BA,B00I0S6SK0,1
AZ1KM4Z3SM0KI,B00I0S6SK0,2
A14ORLQNERPYFR,B00I0S6SK0,4
ANMVO3JLMKQYG,B00I0S6SK0,3
A31HXQR1YC9NO2,B00I0S6SK0,5
A2HHI6G671RY5M,B00I0S6SK0,4
A1QH4Q9BATACFS,B00I0S6SK0,4
A1CMWB7AWQUQH4,B00I0S6SK0,4
A29V75T741MTYL,B00I0S6SK0,2
A36CKFOW1JXG1X,B00I0S6SK0,5
A2PY5ED630H0QJ,B00I0S6SK0,4
AMN8Q6ICURGTR,B00I14395A,5
A2A5DAL0O6V8H7,B00I3PRQ6K,5
AXP5593BSQTHR,B00I4701O6,5
A2QISKKC7EPOGE,B00I604K4I,1
A2VL0Z407GSSAR,B00I6CVS1O,5
AG71XMQGQ2UTJ,B00I9ICVZW,5
A3MOYD26V4WXTW,B00I9RK97K,5
AU3GYRAKBUAEU,B00IAYSXRU,5
A3UEX0OT7QFJ4Y,B00ICEWB58,4
A3K55SHF4MN6RR,B00ICEWB58,4
AVZIXMDWNFA9O,B00ICEWB58,2
A1OR2PAABBMDUV,B00ICEWB58,5
A3GDE9L39H5FXE,B00ICEWB58,4
A3OUPW5ARTXJTA,B00ICEWB58,5
A2U2HDZ0CYDJSF,B00ICEWB58,5
ASXC2PK5E2OC4,B00ICEWB58,5
A1VJ3R4LP25T3R,B00IE6VA0G,5
A1JU1YMWWBCY9O,B00IE6VA0G,1
AL827L0S2ATZD,B00IE6VA0G,5
A25I8978LP22DH,B00IEX9KNI,5
ANX51171V6CF2,B00IF4OATU,1
A22UU4IQIK40LC,B00IF4OATU,5
A1C36WGPY2SR3E,B00IF4OATU,5
A2OYIAZJRNQW93,B00IF4OATU,4
A36DJEFL365PYG,B00IF4OATU,5
A8Q20N71ZLCSS,B00IF4OATU,5
AXU3VKZE848IY,B00IF4OATU,5
A2FG3MYXSLJO3E,B00IFG9FDO,1
A1S4UXQZBWJ12M,B00IFVTQLK,5
A2TY673EBFORDE,B00IFVTQLK,1
A3O0HBT3O6LU39,B00IKC14OG,1
AMQFSFQ2ZYVMS,B00IKC14OG,5
AZWX8D1H00PY7,B00IKC14OG,5
A26K713FK8FH3A,B00IKC14OG,2
AHTC0I7ZEEF0U,B00IMQFWSO,3
A2ZMP8G4G0E78,B00IMQFWSO,5
AUCDCFYOUOPRZ,B00IMQFWSO,2
A3QKWFC92S03MP,B00IOC9368,5
AIXMI6NFU82W,B00IOC9368,5
A39B3VUFRV9ZKR,B00IOC9368,3
ABHM6NAPFIVJT,B00IRVQ0F8,1
AC8LPQP4WN9YE,B00IRVQ0F8,2
ABLTN72LHUG31,B00IRVQ0F8,5
AVXB8VH45TUF1,B00IRVQ0F8,4
A2N6PA2QUXC018,B00IRVQ0F8,5
A2E1NSWEYMOHK5,B00IU85YE6,5
A1VQKSZFVEN7A1,B00IVEH1C2,5
A1UJZEEH7YZZ63,B00IVEH1C2,5
A1S2SIJ3GZVGU3,B00IVEI6CG,5
A3LNDVDN1XVEJS,B00IVJQJBG,1
A36QP2PM33H63E,B00IX9ZDKC,5
A1XXH0FC98VLAR,B00IX9ZDKC,4
A3HJRZIJHREJ2C,B00IX9ZDKC,5
A20DCHHP1MFDKX,B00IX9ZDKC,5
AC8N587Z5QM1P,B00IX9ZDKC,1
A29KFZXDR3KUNV,B00IX9ZDKC,3
A1FXRKRYLSC0TN,B00J3AX6R2,5
A1NOJYFXFNJSR5,B00J4NAJGY,5
A1SI2993YY7C61,B00J88HSUK,4
A3DIJGD3XCW8OK,B00J9R1DHO,5
A1K8A7VNHJPVIN,B00JBS21QS,4
A2ODZJQSDT19KH,B00JBVR2DM,4
A2QTPNOT8NDRV4,B00JCCHUFU,3
A255ICQLQHLA1Q,B00JCZ2FQQ,5
A2O1DRX47DEJ32,B00JCZ2FQQ,4
ALMIAEBIQQMT2,B00JDYMQ4M,3
A39JNODB1NT7W1,B00JDYMQ4M,3
A3PVPPVZ23Q646,B00JEPIOOQ,5
A39BAFV70C9ORY,B00JEPIOOQ,5
A1PSBR3JRZ9VO0,B00JEPIOOQ,5
A2G563AC1HME2R,B00JEPIOOQ,4
A25EVWR59Z9II4,B00JEPIOOQ,5
A352ARXBEICB1U,B00JEVHZK4,4
A2ZYXZ3UEDABLA,B00JFOFI8G,1
ALJVYXJJEX9MK,B00JG01M2U,5
A2IBQH7SSXBIVI,B00JJXBBSY,4
A3IUB8248ROY5D,B00JJXBBSY,4
A2MH0UYOC31WIM,B00JJXBBSY,4
A2MA1RJZC9G4BK,B00JJXBBSY,5
AHCG532N9S0S7,B00JJXBBSY,5
A1K6PSXYSDIO6R,B00JKATVM4,4
A14N7CFIJ0WB6F,B00JKATVM4,2
A2OTPTFIKIA0T7,B00JLR8IZ2,5
AQZBIM739YVLM,B00JLR8IZ2,5
AQ3KPBVP36SIV,B00JLR8IZ2,5
A1HMYYHPV4WST6,B00JPZTD68,5
A2316R3PWOLH0A,B00JPZTD68,1
A3DQWFWINN3V5A,B00JPZTD68,5
A3I1X2KN5ZG3PF,B00JPZTD68,5
A3929J383S12RW,B00JQTO8TU,5
A2OWA3JA89EFGD,B00JQTO8TU,5
A3CMBP7UPMWY6E,B00JQTO8TU,5
A12REPD4P6JOSP,B00JQTO8TU,5
A2BZLWTNEUDK81,B00JX1ZS5O,2
ADH5UOAMXOM0S,B00JX1ZS5O,5
A269I61I2FZEQ9,B00JX1ZS5O,4
A1HUD2RRIHUIMG,B00JX1ZS5O,4
AH8QRFOV8S67Y,B00JX1ZS5O,3
A3ME1MKMMW67JF,B00JX1ZS5O,5
A1K63RZ4VJGERA,B00JZHE3PM,2
A2RLALY674NAB3,B00JZWQW4C,1
ANUD7JHF25PGD,B00JZWQW4C,1
A2B6L10P0PTHQI,B00K1WU8C2,5
A2VH5K9TK3DHGF,B00K1WU8C2,5
A29E7ZTPK4BJ31,B00K23BUEK,1
A1F4MGWXJ95BTS,B00K23BUEK,5
A3170LAK8Z91HP,B00K23BUEK,5
A3GZ5Q2H48LS90,B00K23BUEK,5
A12JAVM83T1711,B00K23BUEK,5
A8HTGTDZ87ABW,B00K23BUEK,5
A1DZD1N0GCZXOL,B00K23BUEK,5
A23Q0PHM0R6N9Z,B00K8ZMT2Y,5
A13YCEHOME8UYC,B00K8Z6IG2,5
A37EQSG6HZQL42,B00K8ZMT2Y,3
A2DZZZ8D81Q8X,B00K8Z6IG2,5
A1L93SKUHWLH6W,B00K8Z6IG2,5
A2E4OOCK5A91SZ,B00K8ZMTFQ,1
A28J8ZFUBAC40Q,B00K8ZMTFQ,1
A1LFOQ201XG1LG,B00K91DB7Y,5
A1TA1YUF4V1YWC,B00K91DB7Y,1
A1NGUU2XF63XPE,B00KBN1LDQ,4
A320BGSJFCXI77,B00KBNSVNO,1
A2GE12HQ12CXBY,B00KCIW82S,4
AOXATWZWZM5B,B00KCIW82S,5
A39JJJMW931FAX,B00KF85M6E,5
A5EHABANBU0PO,B00KGXOG9C,5
AT164KU2DF47S,B00KGXOG9C,5
A1VKO1VVYLY50K,B00KGXOG9C,5
A2VQGGOUHDIKYO,B00KHPDQ5E,1
A2YNMVWX958OMK,B00KJCR7Q4,5
A30ZKN7A4J8T1G,B00KJGYDAI,4
A85FJ55B5VWW,B00KJGYDAI,4
A78RF3KX1UWY9,B00KJM16KM,1
A1WR500734FLNR,B00KO3DB68,5
A2HV5D31Y2HE3C,B00KO3DB68,5
ADQK3E4G0GB9B,B00KO3DB68,4
A3H0DIOS8X1I3L,B00KOHKRXE,5
A1NJB0YZDAY93Q,B00KOHKRXE,5
A1C8M0EM4KLOBU,B00KPUI62E,5
A1LIGHVFF5J6EJ,B00KQ4LNJC,1
A3JDJ1GUUZFJHU,B00KQ4LNJC,4
A2HKHMCMNZUGSZ,B00KQ4LNJC,4
A38UNW7PBB977V,B00KQ4LNJC,2
A22H0SF44IAA1P,B00KR39YMK,4
A3V2B6DWM544EN,B00KR39YMK,4
A1B2JO5OK0JAKZ,B00KRLICIE,5
A3958SRZFG5W82,B00KRLICIE,5
A3AK87YL0IWOL,B00KRLICIE,4
A2GKFAKQI57Z5A,B00KRLICIE,5
A2QK9FDM4S4PPE,B00KRLICIE,5
AWCUP0R0QULNY,B00KRLICIE,4
A3TBJM5L56VSB1,B00KRLICIE,5
A3AHXBWJCY43G7,B00KRLICIE,4
A68BDDQCPEMDD,B00KRLICIE,4
AU8VMHR7AKDFE,B00KRLICIE,4
A3PSOVVITYWRHJ,B00KRLICIE,5
AZAVPH5KC04EL,B00KRLICIE,5
A126TD3QJEDJZ4,B00KRLICIE,4
AFIKCOF6LWD2N,B00KRLICIE,5
A388LI2VI12R1T,B00KRLICIE,4
A1E0WAB8ZVOZC1,B00KRLICIE,3
A3I6GT15Z5FBI9,B00KRLICIE,4
A3OHADG98OLCAB,B00KT7DOR0,5
A3VG3S10HR9YDT,B00KT7DOR0,5
ASSAOF1I2I126,B00KT7DOR0,5
A24FI0JJSL1NZD,B00KT7DOR0,1
A3RJBK9U9FITGA,B00KT7DOR0,5
A3E9BO5WTMYS2L,B00KT7DOR0,5
AGRCFVEM8WDFP,B00KT7DOR0,4
A2W417TP4YKZLH,B00KT7DOR0,5
AY3KIW9D2XNFX,B00KT7DOR0,5
A2ODAGPXEDJF0H,B00KT7DOR0,5
A1LWSSFGA1UHI7,B00KTHGHBA,5
A16SDOXECRWBMH,B00KTUVR44,3
A3UDO9I1AKGI18,B00KU68A1A,1
A3HRDRQ5VAFPQS,B00KU68A1A,3
A2VOQ59N7X5HT0,B00KVCBU1K,5
A1PF1C5BFZ3ES3,B00KVFP2GG,5
A17Y4IJSNLVIYB,B00KVFP2GG,1
A2RN2AO4BE6F4K,B00KVME2HE,4
A2MW4A5RYZTKG3,B00KYK2AKO,1
A3N0P5AAMP6XD2,B00KYK2AKO,2
A2VVPGN1JE34RN,B00KYK2AKO,1
A6YC4238R07XL,B00KYK2AKO,1
A1V1CJMOZHR60V,B00KYK2AKO,3
A1TVBBTWL98H7H,B00KYK2AKO,1
A1P8YKYF0I66JH,B00KYK2AKO,4
AL10POPLMMDJT,B00KZGB01W,5
A1BDFDG9BCEU5N,B00KZGB01W,5
AQHFH0L76GOPB,B00L2SF64E,5
A3CJLZUYCDJM7U,B00L2SF64E,5
A2Z8VPDHQUNALH,B00L32UUJK,5
ALQDM2CEL5ENT,B00L32UUJK,5
A1KK2Z7WDC328J,B00L32UUJK,5
A1QNAMBA2I39LS,B00L36CEYU,4
A3M7RID18K1O71,B00L36CEYU,1
A15QM336RC7TQF,B00LETJDPE,1
A3U8DI38VRCYXT,B00LETJDPE,4
A3DOINKAS0FVA1,B00LFVITLK,1
A2W2DSEQGSAJ2,B00LFVITLK,2
AQOFHS4H4ELNU,B00LFVITLK,3
A1H55L0BLPCWYF,B00LFVITLK,5
A3UEMAT4UGFSP8,B00LFVITLK,4
A1BPIGRHAORHBR,B00LFVITLK,5
A2JV0704TPIXPK,B00LFVITLK,3
A3DP3S80PDBLA,B00LFVITLK,2
A1IXNA6VS3FEX2,B00LFVITLK,5
A2CCAS76BL4PY,B00LFVITLK,1
A3NHUQ33CFH3VM,B00LGN8OW6,5
A11EXFO14WEJM1,B00LGN8OW6,2
A1R7ZTL3I4SZMP,B00LHS7WI2,5
A2SWW2MGEKC5W0,B00LIXJ0OU,5
A2YZ9XYWX9NQEW,B00LIX177I,5
AID1XF4K5KQ3F,B00LIX177I,5
A2V7EO331SFUF6,B00LIX177I,5
AH8I1L0EZXCMX,B00LL4V5OY,5
A2BEZRQZJWT3LH,B00LLEODCK,1
A1HDYNS5ES32KF,B00LLEODCK,2
A1BCC538OD7PSB,B00LLEODCK,5
A1N0IS598AQXIO,B00LLEODCK,5
A1EG9GO3FMZXKB,B00LLEODCK,1
A1A39899KH5QCI,B00LLEODCK,5
A38X1Z62L3LWB1,B00LLEODCK,4
A34FGBW3TA2LG8,B00LLEODCK,1
A3J5STJFVX5WQJ,B00LLEODCK,1
A1Q6IOSPH1YICP,B00LLEODCK,5
A1K0F3RSX2KEU9,B00LLEODCK,4
AUH2CL9P0LZBG,B00LLEODCK,4
A3QIN5DUZZ75A1,B00LLEODCK,5
A13UFU1894FYT8,B00LN2SD6M,5
ABY452PIFSM7U,B00LN3LQKQ,5
ASEAA7K44MZUZ,B00LN3LQKQ,5
A35DL17HWVFKAZ,B00LNUV64A,5
AO624RBUWGXK9,B00LO6MZUW,5
A21X4AJJG3HZZ0,B00LP3AMC2,5
AR5GETFG7OCQU,B00LP3AMC2,1
A2JRMCHFSW3SPG,B00LP3AMC2,1
A1YIWN36H1QRHV,B00LP3AMC2,5
AOZ8OAFA0MF9N,B00LP3AMC2,5
A2F1XBUGWRNY74,B00LP3AMC2,5
AU2AJXEMGYCAQ,B00LP3AMC2,5
A1DSANWHRAMQBN,B00LP3AMC2,5
AYEY3F7659ZLY,B00LP3AMC2,4
ABMN74TBW5UWE,B00LR4OF5Y,5
A3G70HTX8E2MOU,B00LR4OF5Y,5
A3JOUYYYKHXX87,B00LR4OF5Y,5
A2JXU6OLLMSS2E,B00LR4OF5Y,1
AJFJQCH1KXIW4,B00LR4OF5Y,5
A5I2PBL62KZU0,B00LR4OF5Y,5
A16S3DB84O01HX,B00LR4OF5Y,5
AF65ABYDVNPQ,B00LRYUJQS,3
A3VVOS2LWGIZL3,B00LRYUJQS,5
AIFLY2HF8NS8U,B00LRYUJQS,5
A13T9WUDID5IYV,B00LRYUJQS,3
A3J1Z8PE0QY4M9,B00LRYUJQS,3
ALMMQDUHGL9CU,B00LTG0NAG,5
A3TLCCHY7M9QKE,B00LUF3DOY,5
A1V5D1A6DDZD1G,B00LVV335Q,4
AW7EJYW6J32QD,B00LVV335Q,4
A376JPIN8H6LDR,B00LWIB8I2,5
A2PSTNT4V41L2K,B00LWQIIC8,1
A2M348O0YTBR5J,B00LX7M2RI,5
A3MNHRPT1LDTSX,B00M1VICHO,5
A2XER4107LG5DL,B00M1VICHO,5
A2C4I1OXJ2EFVH,B00M2540UC,1
A1G650TTTHEAL5,B00M27PN9C,4
A2B7PG6P30GPZT,B00M2CE848,5
A1TTFU4BCYUBA,B00M48154Q,4
A2G162637O8HEJ,B00M48154Q,1
A3413ONP7YQFQ7,B00M48154Q,3
A1RNADS3FXBGOE,B00M4QAQI4,5
A2FLN9BQWDC0Q7,B00M4QAQI4,1
A16LF4O4NTI4V6,B00M4QAQI4,5
A2IW2P4EKR3ILI,B00M4QAQI4,3
A2F6JKSFEZCD4N,B00M75WPKO,5
A3HT5A3MJW5BJ5,B00M77HLII,5
A2GS1PDB1YWEG,B00M77HLII,5
AA3V8C9YPKYD0,B00M77HLII,5
ASFMQJ0TUDGGE,B00M77HLII,1
AU1NEEWQFZK2O,B00M77HLII,4
A1UCLD1NYSDXVO,B00M7X6XNG,1
A1X0S43XW2PULP,B00MA66OMU,4
A2LJ6VDSJRM82A,B00MCFM0EU,3
A3FCPK0CP7FAJX,B00MCFM0EU,5
A27549E0TR7BQK,B00MCFM0EU,5
A35TR8B4BYP56I,B00MDW602K,5
A3O2C8D38BPEZX,B00ME3ZIJY,5
AQZLCAI7YFZ53,B00ME3ZIJY,1
A2Z8HOBBN0FCXM,B00MELSKCI,3
A320K3TVLJ58RQ,B00MELSKCI,5
ASMZWIAL6SE5Q,B00MELSKCI,4
A3555EL9UT1OFG,B00MG60Y48,5
A29YPLLCDJUQZT,B00MH4ZVHO,5
A1G4TGVB0TVQ29,B00MH4ZVHO,5
A13WHX1TGO6BE8,B00MH4ZVHO,4
A2THL15YOAXSUP,B00MH4ZVHO,5
AVUBN502YND1E,B00MH4ZVHO,4
A1NMBV838F0E6S,B00MH4ZVHO,5
A1FUVINZY4TCCX,B00MH4ZVHO,4
A1KFOYCGUBL613,B00MH4ZVHO,5
A2DUPKV76N1T5S,B00MH4ZVHO,1
A1XZCBEMSTJTG6,B00MH4ZVHO,5
A1OFD1JGM7V58O,B00MH4ZVHO,5
A1RS9DWUTDP0SD,B00MHIVYZ8,5
A204UDTQWN6LU3,B00MHIVYZ8,4
AVJJLKQ9I6P2B,B00ML0QDQC,5
A3DDB71D6NQ79S,B00ML0QDQC,5
AP6HOCXE6T0U0,B00MOLJZRW,2
A2CS5MUV0ACUA4,B00MOSL9NI,5
A3K5JLENAAC8XS,B00MSOND8C,2
A2E29H36ZF9GZW,B00MSOND8C,1
A3MEKEYPY1A64D,B00MSOND8C,1
A5V7PHBTKRHQ7,B00MSOND8C,4
A1L0G5MGI6AVZT,B00MSOND8C,5
AM8IVBZWZV2G6,B00MSOND8C,4
A1GSFMMRNOUXLT,B00MSOND8C,1
A339RVCXB5ZP2E,B00MSOND8C,4
A15T0DQSPKHUTN,B00MSOND8C,5
A1S8QKJJYDXM89,B00MSOND8C,1
AQN0X960N9TU3,B00MUTWMN2,2
AA2OL82YDVS0G,B00MVAO8ZU,5
A2QP83IBPENI9K,B00MVAO742,1
A2P04PTX5R7S57,B00MWSJN7O,5
A16L4UJDUNUR2C,B00MYTSN18,5
ANG7EO5EFU20P,B00MYTSN18,5
A10IL35OYJGI9I,B00MYT481C,5
A53CILMCOOH3R,B00N1KXE9K,5
A2T001N0QCRMZ1,B00N1KXE9K,5
