reviewText,rating_class
work great midlength repeater be slightly large than an hdirect messagei end repeater be at approx 25 foot in the cable,Good
pro braid good length charge my phone sony xperia z ultra have be picky with some cable my phone show up on my computer you d be surprised how some cable do not do that the connector have a consistent length where you can not tell one cable for realom another exhibit what an inithanks in advancel stock cable would do but in roughly 10 ft con more of a copperbronze than gold shipping take long than 2 day more like 45 day other thought believe it or not but it hard to get a decent quality usb cable especially in the long length i usually run into quality control issue like different connector length some cable not charge my phone some cable not pick up my phone the connector be bent and soon i believe it for realom the lack of quality for realom chinesemade product not to say these cable be not make for realom china just that these cable exhibit well quality control i also like have the connector be a little more receded so the connector be not a expose a you can see in the picture this set of cable be le expose than the stock cable for realom my corsair wireless headset all in all it everything i d want for realom a usb cable,Good
nice appearance and feel unfortunately cable unable to utoday i learnedize 5v 3a charger a advertise plug in to oem lg charger my nexus 5x identify cable a limit to 1880 ma actual charge speed be a terrible 110 ma packaging identifie product a a usb 20 type c cable this be inconsistent with amazon list however if true an 1880 ma draw be dangerously high for usb 20 i can not conclude if this be a poorly engineer usb c cable or a dangerously construct usb 20 cable with a type c connector either way look elsewhere,Bad
the gps in my phone be garbage and i be tired of be limit by cd i be sick of turn around and getting lose a good gps standalone unit be not cheap and come with the hassle of mount and deal with power cord this head unit be amazing it have feature i currently do not use but may add in the future such a the backup camera and xmradio the gps be very good and feature rich i have a feeling the majority of user will not even learn all it be capable of i mount the gps antenna forward of the unit under the dash and have no reception problem any annoying warning can be silence through the option the bluetooth function be great the ability to seamlessly play my music collection for realom my phone through the car stereo be such an incredible luxury it be hard to describe i have only two minor complaint for an affordable force multiplier that this unit be i can deal with the downside 1 in my 16 year old subaru the unit sit back about 1 mm for realom a perfect position i could pull out my drill and change the mount bracket to more perfectly fit the stereo however that be not an expenditure of my time i will commit to such a minor aesthetic complaint in my old car not really the head unit fault anyway 2 a more or le real complaint there be an orange dimmer wire that automatically set the screen brightness when the headlight be on this brightness can not be adjust the way it work be i can adjust the brightness however i like untoday i learned i turn the headlight on this dim brightness be bright than the night set and because minor annoyance untoday i learned i enact my workaround in the gps setting there be night setting which give a black and gray display which be much more pleasing in the dark the gps day and night color change automatically base on the time i set all my other screen color and background to all red which be a night vision safe color and prevent blind i in the dark these measure when couple together solve the issue entirely there be also a screen auto off after so many second set if you prefer that i call tech support 8889214088 and reach a human very quickly and he confirm that unless i disconnect the orange dimmer wire i would not be able to adjust the brightness when the headlight be on i see this a a minor software oversight in an otherwise impeccable product if you will install this unit yourself grab some butt splice for realom you local auto supply store and order a metra wiring adapter for realom amazon for my 2000 subaru outback the adapter be metra 708901 the adapter have label wire and the head unit have the wire color label in the installation quick start guide i find a crutchfield guide on a subaru forum for the old stereo removal and general installation instruction i highly recommend look for vehicle specific forum i would do something such a to google search the following 2000 subaru outback stereo install forum the process be easy than expect bottom line i wish i have do this a long time ago totally worth it i do not understand why this have a four star rating it should be 45 or 5,Good
i have purchase one of these for realom monoprice a while back and love it so much i want to get another one after search on amazon i find this one that look identical to the one purchase on monoprice but cheap and for realee shipping prime member i decide to purchase it and when i compare they side by side it be obvious that it be the same manufacturer just rebrande see picture if you do not know about monoprice it the place to get high quality cheap cable,Good
order two of these drive on 5242018 try to use they on 5302018 and both stop work after a few minute of use run a disk benchmark on one drive it go into write protect mode right afterwards try the second drive and try to format to ntfs fail and go into write protect mode a well for realom sandisks knowledge base write protection error occur when a flash drive detect a potenthanks in advancel fault within itself the drive will go into writeprotecte mode to prevent data loss there be no method to fix this here be the benchmark run before the drive fail crystaldiskmark 304 x64 c 20072015 hiyohiyo crystal dew world httpcrystalmarkinfo mb 1000000 byte sata300 300000000 byte sequenthanks in advancel read 161643 mb sequenthanks in advancel write 26118 mb random read 512 kb 144836 mb random write 512 kb 11487 mb random read 4 kb qd1 6353 mb 15511 iop random write 4 kb qd1 1387 mb 3385 iop random read 4 kb qd32 6897 mb 16838 iop random write 4 kb qd32 1428 mb 3485 iop test 1000 mb k 01 00146 gb x5 date 20180530 145035 o window 10 professional 100 build 16299 x64 sandisk ultra usb3 16 gb crystaldiskmark 502 x64 c 20072015 hiyohiyo crystal dew world httpcrystalmarkinfo mb 1000000 byte sata600 600000000 byte kb 1000 byte kib 1024 byte sequenthanks in advancel read q 32 t 1 143576 mb sequenthanks in advancel write q 32 t 1 16331 mb random read 4kib q 32 t 1 7761 mb 18948 iop random write 4kib q 32 t 1 1249 mb 3049 iop sequenthanks in advancel read t 1 160233 mb sequenthanks in advancel write t 1 40889 mb random read 4kib q 1 t 1 7383 mb 18025 iop random write 4kib q 1 t 1 0890 mb 2173 iop test 1024 mib k 01 00146 gib x5 interval5 sec date 20180530 153617 o window 10 professional 100 build 16299 x64 sandisk ultra usb3 16 gb,Bad
these have replace all my travel power but do have weight in my carry on and lap top bag and they even fit pair of shoe w cord for usb wrap around it though these be good for trickel charge a phone pad watch game etc a there only 24 volt they even work after drop testing on wood flour a couple time and 2 mo road life beyond to date i can not say enough other thrn i buy more love they,Good
amazon say it do not fit because original radio be not double din but it do fit with some mod get the double din metrakit adapter backwards wire harness and antenna adapter i buy it primarily to have backup camera convenience have try various on morror backup system and none be usuable because be relection or bad design or both so i would highly recommend this unit for a backup camera monitor on a 2002 up ram 1500 you will need to remove part of the inner dash take i about one hour with a box cutter it not to difficult i stick the gps magnetic antenna mount on the metal bar behind the stereo under the dash and it get a good enough signal to locate i under thick oak tree in the back yard i wire the backup camera to the correct wire on the back of the unit and also splice it to the left reverse light wire at the back of the truck for power if you do not run the camera wire to the radio it will not switch camera on when you go in reverse i try it without just reverse wire for camera power and video lead to radio and this will let you switch it on via the menu but do not swith automatically when in reverse so camera for auto backup function when in reverse run same power for realom reverse light to camera and radio if for some reason beat i you want to manually switch when drive forward do not connect to radio and select via menu on screen i like the pandora the gps work radio reception be poor will update in a little while when i ve have a chance to use it this be day one,Good
fast fast fast although sometimes the drive do not click positively in place,Good
i be concerned about other review discus temperature issue but decide to take a chance anyway since i want a small flash drive it be on sale and i never have an issue with a sandisk product in the past i copy 60 gb of file to the flash drive a a test the copying start at 50 mbsec or more but after a few second of copy it throttle back to around 20 mbsec and swing for realom a low a 10 mbsec to a high a 30 mbsec a for temperature with an ambient temperature of 77f the temperature of the flash drive average 125f and swing for realom a low a 120f to a high a 130f i could only touch it for 2 or 3 second before it feel alarmingly hot per wikipedia a burn at 111f can take six hour but at 124f can take only 6 second it be well handle like an oldfashioned burn hot light bulb so temperature be stoday i learnedl an issue and there be significant speed throttle a well,Average
i falsely assume this be a flash drive it be not it have both a cdrom partition and an inaccessable flash partition that can only be open by run their supply exe file i be hope i could use this a a normal flash drive for the excellent speed and just rely on window bitlocker for encryption but you can not,Bad
i have a ton of anker product this be the first bad review this thing pas through about 65vac at 50ua through the usb shield while not enough to hurt you you can definitely feel it should not the shield be connect to ground protect light be light green this be an anker lightning cable,Bad
pretty nice let i charge my non probook mac macbook 2016 with out have to use the million mile cable provide in the box,Good
these arrive in bulk without packaging wrap by 2 rubber band in a manilla envelope stamp make in china the absence of any branding indicate that the manufacturer be not concerned about their name and reputation and therefore probably not concerned with the quality control either of the first 5 i test 1 take a while over 3 minute to read the drive and install the driver on a window 81 system but the other both before and after it respond fine the performance testing come back a follow good speed below average come out slightly low 2 gb file read 131 mbps 2 gb file write 139 mbps 100 mb read 134 mbps 100 mb write 127 mbps burst speed write 56 mbps a be the problem with many unbranded flash drive for realom china rewrite the boot sector and overformatte to fake capacity happen for realequently therefore i also test the capacity and be able to successfully confirm the ability to read and write 16000869632 byte of information which indicate a strong probability that this be a true 16 gb flash drive,Good
package content silicon power 32 gb usb 30 j07 jewel flash drive specification dimension257 x 171 x 97 mm weight558 g capacity8gb16gb32gb64 gb materialrubber coloraqua bluedark grey interfaceusb 30 usb 20 usb 11 compatible operate temperature0 c 70 c support oswindow 87xp mac o 103x linux 26x warrantylifetime warranty software silicon power be probably one of the good company for product registration and warranty support on the flash drive be an exe that will direct you to a web page to submit your name and email it really that simple hardware the silicon power usb 30 j07 jewel flash drive be definitely a very unique device have this egg shape rubber design with a cap to cover the usb make it waterproof dustproof and vibration proof i really like the small footprint and build in lanyard because of the build and shape i definitely could see myself put this on my keychain testing i first test the claim with this product be waterproof i place the flash drive in a 10 foot bucket of old water for roughly an hour and sure enough the drive work perfectly after be plug into my computer on first glance the drive be officially 294 gb i then perform a test use crystaldiskmark a benchmarking program for test the speed of the flash drive this test result be for realom the average of 5 test of 1000 mb i m unsure of the speed this drive will achieve because there be not any claim on the website or packaging read 9419 mb write 2039 mb while the read speed be very fast the write speed be not take into consideration that no claim be make for speed rating i can consider this an average usb 30 drive final thought despite use a cap i really like the design it can be use anywhere without worry about damage my only issue with the product speed which be why i take off one star to give it a 4 star rating that be say if you need a flash drive that can stand the condition for a cheap price then this be your drive pro very unique but sturdy design waterproof dust proof shock proof vibration proof very portable especially for a flash drive con flash drive speed be not very fast i be provide a sample in exchange for a thorough and honest review,Good
be your home wifi sucky it just might be your dongle what be it it a usb wifi adapter mean you can plug it into any computer usb slot and get really fast wifi usb 30 what do it do give you a far high wifi bandwidth than ngb speed i go for realom around 20mbps to over 90mbps con there be no downside to this device it rock overall i feel like an idiot i ve be complain to my local internet service provider for a year harp on about get terrible speed when do speed test and all this time it be my usb wifi adapter i pay for 100mbps and with netgears ac1200 wifi usb adapter i m get around 93 of that speed this be quite literally an amazing result note i ve attach a photo of my speed test see how this usb adapter work in practice,Good
this samsung usb be by far one of the good usb flash drive i ve ever use in my life it have a nice slick design and the transferring speed be outstanding when it come to transfer photo and video please note transfer speed depend on which usb input you have such a usb 20 or usb 30 i would definitely recommend this product to someone who be a tech geek etc thumb up to samsung,Good
i be provide sample of this cable in exchange for my honest review this be the second usbc cable for realom cambond that i ve use a with the other this cable be well construct with a premium feeling look cloth braid over the cable this cable be usba on one end and usbc on the other this be nice because it let i charge my new phone usbc connector with my exist ac and car adapter that use usba the 10 length be handy when charge for realom a battery pack in a backpack or need to charge for realom an outlet that in inconveniently locate the usbc cable end fit without interference with a tpu case on my nexus 6p with my 22a wall charger and this cable it will increase it charge by 89 in 10 minute time this charge rate be the same a i get use the oem 12 or so usba to usbc cable that come with my phone why would i buy this cable over other option amazon prime eligible for quick shipping premium cable choice of gray gold or silver color and of course the 10 length option the only real reason i can think of not to buy this cable would be if you need a cable that be usbc on both end,Good
love the simple yet powerful look of this case and especially the two blue lead fan in for realont of the case i be give this case a 3 star rating because the fan speed control do not work low be okay mid turn off the fan and high do not seem very high this be my first pc build ever and so i do not know what screw go into the standoff that support the case this lead i to test different one today i learnedl i find the one that seem to work even though i be miss a few stand off spot couple of the standoff give i hell by turn with the screw or ownt come out of hole another hard thing to figure out be the space for the power supply it be kind of cramp with all the cord come out of it if you happen to have a modular psu and forget to plug in a cord well suck that you have to take it out of the case then back into the case ooo those toolless hdd drive holder also bug i a bit when i put the hard drive it in and realize oh well now i get to be careful not to snap this plastic holder in half it over all work well and unexpectedly look very nice with my motherboard that have red led on near the back of the case so the blue led light and red led light meet in the middle yes i know my cable management suck and i will get back to it after i m do download all my game with the slow internet connection i have update man if you be get this case for a gaming build i would say look for another case the stock case fan do can not handle keep the pc cold the filter in the for realont be stop the stock fan for realom have a good air flow that big box that house the power supply and the hard drive block airflow for realom the bottom for realont fan this mean that the gpu be over heating i see it get to over 80 cmay have to cut hole into the metal to let some air flow into it and to the bottom of the gpu i really forget about the bad standoff in the motherboard i buy noctuna fan and one of their cpu cooler with that mess up stand off it be go to be hell to take off the motherboard to put in the cpu standoff that go behind the motherboard,Average
at first i be impressed by how small and durable the flash drive feel i be instantly hook that i tear the packaging and i know i have a product i would love but then i start copy file to it i notice it be very slow i start wonder if i have use the right port on my laptop i switch port in case it be something on my end i even try different computer the skinny with large file it copy a fast a 30 mb which be horrible for usb 3 device the read speed be pretty decent but i be not get anywhere near the advertised transfer speed on small file the write speed be horrendous go a slow a 4 mb any chance it a faulty unit who know but this one be definitely go back bad samsung bad,Bad
before buy this tv to use for over the air ota tv viewing go to or dtvgovmap to see what channel you get in your zip code area ota tv be arearegion specific and signal for various tv station vary for realom area to area if your area have poor reception on the channel you be look for just get cable this have nothing to do with the tv i purchase it for ota tv you can use it in other way such a view video through the av cable or via usb it also have a sd card slot i do not see why it would not work with the late stream stick such a roku chromecast 1st generation amazon fire stick and so on a a tv it be excellent provide high definition content and will deliver the signal that be send to it by the antenna hence the need to research on your available channel in your area the high power antenna that they provide in the package be useless if you want to use it to get ota channel you have to buy another antenna i purchase the 1byone antenna which have good review and be poweredamplifie use any antenna without an amplifier will get you few channel if any setup be relatively easy it come with a set of manual in different language a stand with a bottom for stability 2 set of rabbit ear antenna they do not work get a separate amplify antenna av cable and a remote control the remote control work well a it should in close proximity the tv have a jack for earphone the earphone function work well but remember that the sound you will get for ota tv will depend on how good your signal be so if the channel have noise or distortion then you shall hear it in your earphone and in the external speaker of course the external speaker be decent alright for this size of tv not dolby surround spectacular if you want good quality sound just get external speaker and use the earphonesheadphone 35 mm jack when the reception be good the picture quality be very good high definition like for the price and size you can not complain about the picture quality however when the signal be poorintermittent the picture get stuck on screen have pixelation disappear and you get a blank screen and so on and forth it can be very for realustrating once connect to the amplify antenna it search for the station quickly and quite well however this be obviously link to the antenna and not the tv itself it have a acdc volt outlet charger so you can charge it to a socket it also come with a car cigarette light charger so you can plug it into your round car power socket it have decent battery time when fully charge about 2 hour i would say it take about 1 hour to fully charge the picture show look a bit blurred but that be the phone camera not the actual picture the actual picture be amazing,Good
i be lucky enough to get this at 7 on a black for realiday deal but this be a very good basic laptop cool pad the design be simple and when it plug into the usb port it on and when you take it out it turn off it be plastic but be sturdy and do not feel cheap the rubber grip on both the bottom for the surface it be sit on and the top to hold the computer work very well it be also pretty quiet and unnoticeable when in use if you have any question comment below or see the video thank,Good
very disappointed i have a 128 g sandisk ultra dual where i have copy of my vacation picturesvideo it have run out of space so i buy this sandisk 256 gb ultra dual usb drive 30 to compile all my vacation picturesvideo in one drive i receive my order on thursday april 27 and start transfer for realom the 128 gb to the 256 gb at first everything be work fine transfer speed for i be good then the next day when i insert the 256 gb to my pc i get a message say there be a bad sector and to do scan to repair i do but microsoft can not resolve the problem i insert it into my daughter pc and get the same message and same scan result so i just ignore it hope it will repair itself it do not and the transfer speed get bad it will take 15 hour to transfer 1781 image 356 gb 30 minute to transfer 54 image 988 mb and 8 minute to transfer 14 image 260 mb see attach transfer screen picture i wish good luck to those buy this product i hope they get well luck than i,Bad
i buy an action camera and want a class 10 u3 card preferably with large capacity the 128 gb be a bit more than i really need so the 64 be really attractive it be also a good price easily 15 cheap than the compete u3 card of the same size i be a bit hesitant because many other have complain about get a u1 card instead of a u3 but those question and review be all for realom at least a year or year and a half ago i be hope that be in the past and the error would be correct but i be wrong i start open the package tonight and notice u1 on the package and on the micro sd card and be very upset the card work fine but this be not what i need send back for a refund,Bad
wish i could return these or somehow warn people about this company they re professional nickleanddimer my first canary be for realom their very first kickstarter i love the device and buy ton for myself and for realiend over the year well surprise every 6months or so this company take away feature i be promise and try charge i for they now it to the point where i just log in and could not even view more than 10sec of video there s literally a banner tell i to pay they 100 to watch more than a 10second clip of anything i ve record oh and it only hold those scamclip for 24hrs absolute joke of a company i regret ever hear about they now everybody i get these for a gift be just a piss at i i buy 10 canary and all i get be a bunch of angry for realiend do not buy,Bad
these be perfect for my wife photography business she use address label to print her logo on and then wrap they around the swivel arm they look very professional with she just start out and not be able to spend the money on custom thumb drive,Good
i love it excellent case for my taste charm i a to the espesificacion well there be well case that be true but for i this taste i and modification i make to he be perfect i have a water cool system corsair h100i but i have a problem with space and i can only install two fan instead of 4,Good
for my need it be fine the cable be a little stiff but the connector fit very well i have a virgin htc one v zte vital n9810 with a slickgears heavy duty impact armor kickstand case you can search for the case here on amazon the case be rather thick on the edge and i be worried the connector would not fit however the right angle connector extend quite far out for realom the phone and clear the casing also the sidetoside sizing of the connector be no large than it need to be so there be no need to trim it down to fit what i need be a right angle plug that would allow the cable to lay down correctly a oppose to protrude straight out and this cable do just that a far a the various review about charge i can not really speak to that a i use this in a docked mode for realom my home office in fact a i be not a big phone talker a a rule the phone be plug in almost all the time so i do not really pay attention to charge time when i be in my car it go on a charger too so the battery never get so low that i bother with charge rate,Good
do not let bad review or question answer wrong deter you this listing cover several version of this product that fit certain other device select carefully i purchase two of the type a socket 15 1080 unit and can tell you confidently they work on 30 31 and even on 20 at a low resolution i get two and use they together on a single pc for a three display setup anywhere work on my wife window pc a well a my linux unit a,Good
the plugable usbhub10c2 be a premium usb 30 hub for realom a u base manufacturer of mainly usb base device and accessory the company be head by a techie and customer service be handle by real people that speak your language and live on the same continent plugable in contrast to many other supplier of product like this seem to have excellent after sale support in the form of firmware update there be one available for this hub on their support site and i recommend you check to see if it apply to yours if you choose to buy this almost nobody else will provide firmware update package for a usb hub i ve have an ongoing conversation via email with one of their support representative and have really enjoy be able to speak to someone naturally about the product who clearly have a good knowledge about what they be support and be not just use support script and template to give you boilerplate response that may or may not even address what you re speak about my thought about the hub itself follow the hub ship with a quality worldwide voltage 12v 4a ac adapter with worldwide regulatory and quality certification standard ul fcc icc ce ccc intact this be important a i have come across some low cost chinese market charger that lack any type of print standard compliance and their reliability and safety just can not be guarantee without these it have an efficiency rating of v which be currently a strict standard than be require for new product be sell in north america be iv 10 port be a large number of port for a single usb hub all support the full power requirement per the standard usb specification under any real world usage scenario i like the flexibility of the two flip up port sometimes you just want to stick something in vertically so you can remove it easily and sometimes you want it hide away like a cable and you can do both this way the other thing about the flip up port be that they happen to be the two port that support the bce 12 charge standard so the flipping also easily identify they if you have any bce 12 compliant device while all port will charge these two can provide high current if the device can support it many usb ac charger will charge device at even high current but none of they be usb hub and can not be directly compare i charge my phone nexus 5 up quite quickly while write part of this review and i even forget to use one of the port designate for charge i test the hub on two vastly different machine just to get a good idea about whether it would run into any issue in the old or new world the first host machine i try be an old dell laptop core 2 duo my office provide to i eon ago which be stoday i learnedl run window 7 professional and have only usb 20 port the hub be recognize and driver be instal instantly and it be immediately ready to go of course i have zero usb 30 capability in this situation since the host port be usb 20 but all of the port operate a expect with no problem with performance or hiccup during long datum transfer the second machine i test it with be a new modern desktop i build myself which support usb 30 and be run window 10 professional a before everything work automagically once power and plug into a usb 30 port that i for realee up on the motherboard i test a number of usb 30 device simultaneously include a combination 3 port usb 30 hub and gigabit ethernet adapter i just happen to have on my desk a well a a couple usb 30 portable hdd and find everything perform just a if they be plug directly into my pc i also perform the firmware update available on the product support page here which take only a matter of second and follow by a power cycle and everything be up and run again i would have like to see the change note for the firmware update but i could not find they something tell i if i be to ask plugable they would have they in my inbox in no time though finally i move it quickly over to one of my server which run the late 1510 release of ubuntu server just to verify that it get recognize and operate but i do not go through all of the device test again at this point i be already convince that there be nothing bad to report about the actual functionality be provide by the hub important to note that the hub do not work at all unless the external power adapter be use and plug in some small hub with le port will operate in datum sync mode without their power adapter but this one just have too much go on inside of it to be bus power not really a good or bad thing just a thing since the hub itself be rather large and would not be my first choice to pack in my bag on a business trip anyway even if i do not have to worry about the large power adapter the piano black finish be attractive but a fingerprint dust and scratch magnet and i would have prefer a finely texture matte finish case stoday i learnedl if you re crazy about fingerprint these finish do wipe down easily so it not a big deal there be a single blue led on top of the unit that be constantly light when the hub be power it would have be great if individual led be add above each of the port to visually display which port be connect to an active device in case you have a lot of device plug in via long wire that have thing plug in and out but give that each of the port other than the two flip up port behave identically it far for realom a necessity there be a good weight to the hub and four small antiskid foot on the bottom but i stoday i learnedl find that it slide slightly around on a clean glass surface when push and pull cable and device out of the port which mean it be stoday i learnedl a two handed affair the whole thing feel like it be build well the case do not squeak and creak when handle it and the weight suggest it not make of razor thin cheap plastic that ll end up crack if you accidentally forget it in your car in the middle of january plugable be pretty transparent about the internal design on their web site share internal diagram of how the usb controller be map to the port and which chipset be be use even let we know if some point in time manufacturing change to a different chipset for the same model the bottom line that i ve come away with here be that while you may be able to find a powered usb 30 hub for slightly le money elsewhere you almost definitely be not go to get something back by the same quality of support and you may or may not get something with the same quality of component be provide here since be definitely not talk order of magnitude in difference of price if you re in need of a large capacity desktop hub i have absolutely no problem fully recommend this one note that i receive a product sample for the purpose of an honest and unbiased review i always take the cost of the product into consideration when write my review in these case i be not require to write nor do i ever promise a positive review,Good
fantastic head unit i have this instal in my 2005 accord look great fit sturdy and have all the feature in the description work a expect i be have some trouble get bluetooth call to work but once i update the unit with a micro sd card everything work fine people have mention the sun glare be bad it be but for realom my experience all head unit suffer for realom this equally,Good
work great with my brand new acer aspire switch alpha 12 usb c port i ve test the vga hdmi and the gigabit ethernet port and they all work a expect the only negative thing for a tablet type laptop be that the cord could be long so it be able to sit on the table when in use i know everyone make stuff for apple and that the usb c port be on the table already but that s not the case in my case when plug in the vga and hdmi cable you have to that first then plug it into the usb c port the gigabit ethernet and usb port will work hot but not the display adapter plus only one can be use at a time but that s expect,Good
i ve be use this drive at work and home and be very happy with it performance and design i have the 1 tb model which when format in window use ntfs end up be 932gbs the outer casing consist of hard plastic and the green silicone material you can see in the photo the green silicone be actually what be surround the hard drive inside protect it for realom drop and be how the suspension system work the green silicone also have a slot that go all the way around which be use to hold onto the include usb 30 cable use 2 clip the 2 plastic piece simply screw into each other on each side use 4 screw the usb port have a flap in the silicone to keep it close and for realee of dust when not in use there be also 2 opening on the bottom plastic part where 2 green strip come through and provide grip on whatever surface you put it on prevent slip simple and effective design for protection grip and convenience there be no external powered need for this power it take for realom the usb port on whatever device you be use it with copying to and for realom the drive be speedy and i the speed i receive when run a speed test be about what i expect for a traditional hard drive over usb 30 i attach a photo of my result which be 1200 mb read and 1158 mb write for sequenthanks in advancel write i m not sure if silicon power want i to do this but i do it anyways i unscrew the 4 screw to see what drive be inside i know silicon power do not manufacture hard drive like western digital and seagate do i be hope to find a brand name for realom one of the very few large drive manufacturer and i be happy to report i do inside be a 1 tb standard seagate laptop drive not some cheap white label drive a quality brand drive good choice i have not test the ability to survive a drop because i be actually use this on a daily basis so i be be slightly cautious i be however throw it into a backpack fill with thing and plop it down on a desk multiple time a day you do not want to treat any standard hard drive with move part too terribly but so far so good no problem with performance or any strange issue overall this have be a great drive for i and i recommend it to anyone look for a more durable external drive to take on the go if anything change i will update this review in the future i receive this product at a discount in exchange for an honest review i hope this review be helpful,Good
i buy this for 1998 honda accord lx v6 4drs i can use the current honda bracket for realom the old radio to put this one in easily the audio for both cd and usb be very good for 18 year old honda speaker base sound be good also clock be short for about 2 minute a month gps be not very so good 1 cancel round take many step to get there 2 only give speed limit warning on local u hwy 69 where i live where i only about le than 3 mile over do not matter how i setincrease it while i can drive more than 10 mile over the speed limit on other street 3 no home address 4 gps warning be on even i m not use it lose gps signal over the speed limit so it stop the music at all the time to give a warning it be ok to buy since it be all in one,Average
work pretty well sometimes you have issue connect with it but all you have to do be reset it and it work fine got it to mount in my 2001 silverado so that i would have bluetooth for the new iphone 7,Good
i m gladly surprised with this brand for it quality and price this be probably the cheap adsl2 modem wireless router on the market 25 at first i be not sure because it have a lot of bad review but finally it worth the risk and i m replace my old dlink modem router for the trendnet one this be compact and lightweight however it feel strong in the hand it work just fine with cantv venezuela and it really easy to set up just plug all the cable connect with the router through ethernet or wifi the default passcode be in one of the bag then the interface will open automatically in your browser without ask for admin credenthanks in advancel the first time if you be in venezuela use aba cantv select dynamic ip next manual next vpi 0 vci 33 next ipv4 only any name for this setting leave the rest the same and you re do the automatic option do not work for i and the installation cd be useless since it have a bunch of pdf manual for every language and nothing more later you can manually change admin password ssid wireless password set mac filter and any other option commonly find in a modem router interface the signal be strong enough in my home which be small with heavy wall i love the fact of reduce device and cable now my boyfor realiend want to replace his modem and router too this highly recommend you can go wrong with,Good
this product and company suck i think this camerascanner be go to be so great huge mistake do not buy it run for realom this company on all product i have own 2 order at the same time for work and for home purchase both 13 month ago a connect part fall out of arm of one of they email company to acquire a replacement part i do not even consider warranty just want part to make camera functional again i be tell that it be out of warranty there be no place to purchase part for this camera so without the arm function it be useless one star review be often give by people that do not understand the operation of the product not this time this product suck without the special style bolt the arm can not even hold itself up this product suck look at other manufacturer and other style and brand also good luck and remember to review product to save other the headache we do not all have to learn the hard way,Bad
first review 1 star installation be easy the usb 30 expresscard work immediately and do not have any problem when connect to usb 30 external hard diver it the right fit for expresscard it a little bit hard to be reomve but that make it not pull out when unplug the usb cable image be include on the product description however the transfer speed be exactly a it be in usb 20 i think it could be a power issue so i connect the power adapter that come with the item but nothing change transfer rate be between 12 mb to 30mbsec which be equivalent what i get for realom usb 20 try everything possible nut nothing work my laptop be thinkpad x201 with expresscard 20 which support much high speed second review 5 star now i come to update my review i give the product 5 star i update the driver for realom 21280 to 21320 not available for realom the company find it in a forum and flash the new firmware 3028 while the original firmware be 3025 also not available for realom the vendor now i be get high speed i download hd tune pro which test the speed of any usb drive i connect my usb3 hdd to an usb 20 and run test drive the result i get be a follow read 31 mb write 26 mb with a maximum speed of writing to 50 mb transfer time for 665 mb almost 15 minute then i connect the hdd to the usb 30 run test drive and get the following result read 110 mb write 55 mb with a maximum speed of write up to 110 mb transfer time 05 minute i upload four image find the image within the product image up in the left corner of the product description page an image show that it fit right to the expresscard another one for the update for the driver and firmware third image for the readwrite speed and the time to transfer over usb 20 and finally the readwrite speed and the time to transfer over usb 30 not the speed expect for realom usb 30 but this be due to the limitation of the expresscard while i do have expresscard 20 i blame the company for not include the update for the driver and firmware in their website i be not sure if i be allow to post link for the update here or not reply to this post if you need the link good luck update march 6th 2013 i add the link to the firmware and new driver at the end of the post here be the link for my new post httpwwwamazoncomreviewr2plb72km0uxc3refcmcrrevdetmdplieutf8asinb00535cmeecdforumfx321lv4w8cncczcdmsgidmx301lbyxeuczv3cdmsgno10cdpage1cdsortoldestcdthreadtx35vhc5n1mr7d2storeelectronicsmx301lbyxeuczv3,Good
this be a very useful gadget it help in give option to increase upto 4 high speed usb port for extra functionality the port be indicate with led light now you may attach upto 4 usb or charge your phone simultaneously etc i would always have a problem that once i have 2 usb work it would always give le space for other work but now that issue be solve the hub be not too compact but it be not bulky either it be a big a your hand and a little fat at one end if it be slimmer it would have be easy to carry it but overall it great for people who be always connect to their laptop or pc i receive this for my honest opinion,Good
i buy this siig usb 31 typec lan hub with hdirect messagei adapter 4 k ready to use with my new hp laptop a be the case of many new ssd laptop mine only have one 30 usb and two usb c port i prefer to connect to the ethernet connector in my office for internet since it fast with this hub i can do that i also use it to connect flash drive to copy file to and for realom i have not use it to charge anything yet i ve simply use it for connect to the office wire network and attach multiple flash drive for these thing it function a it be design to i be a happy customer if you have question about my ongoing experience with this hub please feel for realee to ask in a comment and i will respond thank you,Good
overall this be a great product i buy this to use at work we be in a cell phone black hole and there be no wifi for i to use i be able to plug this in and create a hidden network for my phone to make voip call it be east to set up it be extremely small and the fact that it have a build in battery be cool although not sure if i will use that feature very for realequenly my big complaint be that the speed on the router do not compare well to be hard wire i run a speed test while stand next to the router and will post the result seem to be a big difference which be noticeable when download a large file,Good
this enclosure have create the fast portable storage device i ve ever own and a i programmer i ve try many option the device pull about 350mbs read when use the include type c to type a connector if you upgrade to type c to type c a show in my photo the device be capable of nearly 600mbs read and 350mbs write this can be even high depend on the brand msata drive you insert i be able to transfer 11 gb of video in le than 6 second the only time this heat up be if you use the include type c to type a connector i receive no heat at all when i m connect to a type c port this device be the absolute good thing i could ve do with my spare msata,Good
nice finish decent price go in key ring with awkward angle kind of hot with prolong use average only 20mb write,Good
